delivery_rate,rss_median,link,channel
0.5186429196421011,-75.5,21,60
0.4151694886030553,-74.0,21,64
0.8721699058304949,-69.0,22,149
0.9402446360537398,-62.0,22,153
0.92542101042502,-63.0,22,157
0.9445991091314031,-68.0,22,161
0.957983193277311,-64.5,22,165
0.9394765539803708,-66.0,22,36
0.9563871315116436,-60.0,22,40
0.9342032967032967,-71.0,22,44
0.42625015745056055,-76.0,22,48
0.9578947368421052,-59.0,22,52
0.9585669355941474,-60.0,22,56
0.9579498796545377,-59.5,22,60
0.9405481660620717,-64.0,22,64
0.5604782882315922,-74.0,23,149
0.056568196103079824,-78.0,23,153
0.939497487437186,-69.0,23,157
0.9551440329218107,-66.0,23,161
0.9567892976588629,-67.0,23,165
0.05866767600302801,-82.0,23,36
0.36715647339158064,-74.0,23,40
0.004001655857596246,-83.0,23,44
0.70633615783483,-74.0,23,48
0.945416557848002,-68.0,23,52
0.7901953175527099,-73.0,23,56
0.6251099660676134,-75.0,23,60
0.004412763068567549,-79.0,23,64
0.3654426559356137,-77.0,24,149
0.005948587210537497,-77.5,24,153
0.06626746506986028,-78.0,24,157
0.022753128555176336,-79.0,24,161
0.9093112502524743,-68.5,24,165
0.003987240829346092,-84.0,24,36
0.010093014051058776,-79.0,24,40
0.06423632935260842,-80.0,24,44
0.001890359168241966,-82.5,24,48
0.26216484607745777,-75.5,24,52
0.012083071113908118,-80.5,24,56
0.2731842171399849,-76.5,24,60
0.5559077079107505,-76.0,24,64
0.35368043087971274,-73.0,25,149
0.10309278350515463,-75.0,25,153
0.9420565832426551,-69.0,25,157
0.925207756232687,-70.0,25,161
0.9173901247965274,-72.0,25,165
0.4475902856423808,-79.0,25,36
0.7293447293447294,-73.5,25,40
0.9469038384378762,-72.5,25,44
0.5924385633270322,-74.0,25,48
0.8371196754563894,-72.0,25,52
0.7456751871933901,-74.5,25,56
0.9581450969970768,-70.0,25,60
0.9580438632338918,-70.0,25,64
,,26,149
0.0008988764044943821,-87.5,26,153
0.0017747440273037543,-83.0,26,157
0.0011345908381789817,-83.0,26,161
,,26,165
0.5250536412974883,-79.0,26,36
0.003816793893129771,-82.0,26,40
0.34934003771213074,-76.0,26,44
0.026336073997944503,-80.0,26,48
0.04676304211187932,-77.0,26,52
0.21080866282535268,-76.0,26,56
0.4127584467977811,-74.5,26,60
0.009371095376926281,-79.0,26,64
0.6498800959232613,-66.0,27,149
0.9040930979133226,-62.0,27,153
0.2178060413354531,-75.5,27,157
0.2741001761892776,-76.0,27,161
0.757002271006813,-73.0,27,165
0.6629298400302305,-77.0,27,36
0.8532274590163934,-73.5,27,40
0.23271310032687956,-78.0,27,44
0.8950467170101114,-73.0,27,48
0.5705265816390959,-75.0,27,52
0.4330221997981836,-79.0,27,56
0.8285787386465396,-74.0,27,60
0.07972837022132796,-78.0,27,64
0.40132927329156176,-69.0,28,149
0.18913682306971938,-69.0,28,153
0.25329716193656093,-76.0,28,157
0.1961142857142857,-63.0,28,161
0.4734064785788924,-76.0,28,165
0.2819778263332524,-78.0,28,36
0.22212354877837462,-65.0,28,40
0.17889227059532736,-60.0,28,44
0.2695590173497829,-58.0,28,48
0.4732819074333801,-62.0,28,52
0.44482465845061364,-78.0,28,56
0.3593635777252204,-69.0,28,60
0.17271911456775352,-67.0,28,64
0.9407987156331528,-69.0,29,149
0.9401451027811366,-68.0,29,153
0.9163163163163163,-69.0,29,157
0.9582110412299092,-63.5,29,161
0.958154812910597,-60.0,29,165
0.9364412522021954,-64.5,29,36
0.9519396266384218,-65.5,29,40
0.9597224112124099,-60.0,29,44
0.959239502120093,-58.0,29,48
0.9578244816813405,-62.0,29,52
0.9580779944289693,-64.0,29,56
0.9571606821017608,-68.5,29,60
0.9402654867256637,-67.0,29,64
0.894514227121251,-74.0,3,149
0.1313752728716015,-76.0,3,153
0.4101796407185629,-77.0,3,157
0.9596931478351319,-69.0,3,161
0.01463897131552918,-79.5,3,165
0.9118257261410788,-73.5,3,36
0.8889338458426057,-73.0,3,40
0.8437101301352385,-77.0,3,44
0.9446030098598859,-73.0,3,48
0.9347127360385697,-71.0,3,52
0.9289688187346358,-74.0,3,56
0.9608129649309245,-69.0,3,60
0.9304874903275728,-75.0,3,64
0.9585700429541361,-68.5,30,149
0.08072031230323637,-81.0,30,153
0.12186379928315412,-78.0,30,157
,,30,161
0.5402807638801063,-76.0,30,165
0.09134373427277302,-80.0,30,36
0.02041220768925882,-82.0,30,40
0.021236491580799197,-82.0,30,44
0.33261991690796927,-78.5,30,48
,,30,52
0.59375,-77.0,30,56
0.0018523795953263038,-83.0,30,60
0.01275154413229727,-80.5,30,64
0.013315754779169414,-81.0,31,149
,,31,153
0.08174224343675418,-77.0,31,157
0.0009205983889528193,-80.5,31,161
,,31,165
0.0042351129363449695,-85.0,31,36
0.001722158438576349,-83.0,31,40
0.1321608040201005,-80.0,31,44
0.2698692152917505,-78.0,31,48
,,31,52
0.001661631419939577,-83.0,31,56
0.009241676161539435,-83.0,31,60
0.021483634525464427,-81.5,31,64
0.39681908548707756,-75.5,32,149
0.09301864339547798,-80.0,32,153
0.7086554302369789,-75.5,32,157
0.06164383561643835,-78.0,32,161
0.23305722891566266,-78.0,32,165
0.09718380688961528,-81.0,32,36
0.16097867001254706,-80.0,32,40
0.10981425702811246,-80.0,32,44
0.07737115360263391,-81.0,32,48
,,32,52
1.0,-84.0,32,56
,,32,60
0.1781045751633987,-78.0,32,64
,,33,149
,,33,153
,,33,157
,,33,161
,,33,165
0.47993963023519054,-78.5,33,36
0.01916617269314365,-81.0,33,40
0.13544415127528583,-81.5,33,44
,,33,48
,,33,52
0.00148864905098623,-81.0,33,56
,,33,60
,,33,64
0.0012970168612191958,-82.5,34,149
0.01701244813278008,-78.5,34,153
0.11647387315516554,-79.0,34,157
0.15284226377211696,-78.5,34,161
0.6668349318525997,-76.5,34,165
0.6529270451384499,-77.5,34,36
0.19806459721000377,-79.5,34,40
0.2343238478972551,-79.0,34,44
,,34,48
,,34,52
0.7186436404890962,-76.0,34,56
0.6554590102002267,-76.0,34,60
0.17402269861286254,-79.5,34,64
0.39594249339626725,-76.0,35,149
0.32982377299136517,-75.0,35,153
0.4752903808426494,-75.0,35,157
0.5321803904822907,-76.0,35,161
0.5135817835700688,-73.5,35,165
0.5865216249343372,-71.0,35,36
0.3453633689364475,-76.0,35,40
0.5629875047330557,-73.0,35,44
0.43859208045254555,-71.0,35,48
0.458786620322304,-68.0,35,52
0.5024685519720041,-68.0,35,56
0.6346585735963581,-73.0,35,60
0.5770288558082682,-71.0,35,64
0.9434580027704319,-67.0,36,149
0.9617465710330942,-69.0,36,153
0.9130871136089924,-71.0,36,157
0.8930623973727422,-72.0,36,161
0.9692641244739192,-67.5,36,165
0.9436990595611285,-71.5,36,36
0.9038889616341496,-73.0,36,40
0.9462555066079296,-69.0,36,44
0.9785616542496579,-67.0,36,48
0.9618819977355643,-65.5,36,52
0.9400281746830348,-69.0,36,56
0.9621240719768466,-66.0,36,60
0.933559457302474,-69.0,36,64
0.3310810810810811,-74.5,37,149
0.24033740400352513,-78.0,37,153
0.9337948395217117,-73.0,37,157
0.657818227784098,-75.0,37,161
0.5761306532663316,-76.0,37,165
0.026309100152516522,-84.0,37,36
0.6294154619736015,-79.0,37,40
0.42228628729004763,-80.0,37,44
0.9609375,-72.0,37,48
0.9058882737795672,-73.5,37,52
0.9072916666666667,-73.0,37,56
0.9580921218223005,-70.0,37,60
0.9588368580060423,-72.0,37,64
0.9404761904761905,-59.0,38,149
0.9629862772252298,-60.0,38,153
0.9631028837677874,-61.5,38,157
0.9629722921914358,-58.5,38,161
0.9631168177240684,-57.0,38,165
0.9399598896966659,-64.0,38,36
0.9628787878787879,-60.0,38,40
0.9627485527309338,-63.0,38,44
0.9629769550434454,-58.0,38,48
0.962762611649264,-59.0,38,52
0.9406456787647884,-59.0,38,56
0.9627391742195368,-59.5,38,60
0.9631075295895241,-63.0,38,64
0.940052303359485,-63.0,39,149
0.9620141342756183,-60.0,39,153
0.940008025682183,-58.0,39,157
0.9629582965856117,-60.0,39,161
0.9626274065685164,-65.0,39,165
0.8812077870480731,-63.0,39,36
0.9628369866465104,-61.0,39,40
0.9601157523905385,-63.0,39,44
0.9400838825644098,-64.0,39,48
0.9624637863710794,-60.0,39,52
0.9402864635868469,-59.0,39,56
0.9628790738643513,-60.0,39,60
0.9626073774633653,-60.5,39,64
0.0027821939586645467,-81.5,4,149
0.004273504273504274,-80.0,4,153
0.9572533586646763,-72.0,4,157
0.5972925101214575,-75.0,4,161
0.8355809128630706,-75.0,4,165
0.9195631908376615,-71.0,4,36
0.8960681520314547,-72.0,4,40
0.9607533254313183,-70.0,4,44
0.9553109667152897,-72.0,4,48
0.9380441384895728,-70.0,4,52
0.9588646647470177,-68.0,4,56
0.8848405985686402,-73.0,4,60
0.4542590725806452,-78.0,4,64
0.8452425960932577,-74.0,40,149
0.08130593722425312,-78.0,40,153
0.22257211235672,-78.0,40,157
0.0033867690223526757,-80.0,40,161
0.9603324518322629,-69.5,40,165
0.833375156838143,-76.5,40,36
0.5449861774315155,-79.0,40,40
0.7357565086152685,-76.5,40,44
0.26136078332914886,-79.5,40,48
0.013652756311179804,-82.5,40,52
0.723697547131563,-74.0,40,56
0.6341309823677582,-78.0,40,60
0.2738048202291584,-78.5,40,64
0.9487147177419355,-67.0,41,149
0.9083815756355399,-73.0,41,153
0.5968837395125849,-73.5,41,157
0.8564599320669266,-74.0,41,161
0.9575352822580645,-74.0,41,165
0.9358074222668004,-68.0,41,36
0.7457200402819738,-77.5,41,40
0.9105210168638309,-75.0,41,44
0.9619886721208307,-71.0,41,48
0.9419833878681098,-71.0,41,52
0.7435270132517839,-74.0,41,56
0.17912322572541137,-80.5,41,60
0.39296303617315675,-76.0,41,64
,,42,149
0.19048216976393773,-79.0,42,153
0.32476076555023925,-75.0,42,157
0.0019940179461615153,-80.0,42,161
0.9633481293595434,-72.0,42,165
0.2008001230958609,-79.0,42,36
0.7525252525252525,-77.5,42,40
0.2926614727318422,-78.0,42,44
0.0005822416302765648,-84.0,42,48
0.002025658338960162,-83.0,42,52
0.0018072289156626507,-82.0,42,56
,,42,60
0.002843601895734597,-84.0,42,64
,,43,149
0.0038261820169445205,-79.0,43,153
,,43,157
,,43,161
,,43,165
,,43,36
,,43,40
,,43,44
,,43,48
1.0,-85.0,43,52
1.0,-83.0,43,56
,,43,60
,,43,64
0.048974716304997015,-77.0,44,149
,,44,153
,,44,157
0.002220988339811216,-81.5,44,161
0.0013123359580052493,-84.0,44,165
0.013098754334146655,-83.0,44,36
0.7544080604534005,-78.0,44,40
,,44,44
0.5336944199521351,-78.0,44,48
0.21049328479979917,-78.0,44,52
0.06514851485148515,-78.0,44,56
0.7724641328970551,-75.0,44,60
0.18226476886257714,-77.0,44,64
0.9404785843555198,-67.0,45,149
0.9622261395114581,-62.0,45,153
0.46172013383192284,-65.0,45,157
0.9396737068420387,-66.0,45,161
0.9629909365558912,-63.5,45,165
0.820558882235529,-74.0,45,36
0.9622404027690371,-61.0,45,40
0.9608657354976721,-65.5,45,44
0.13022794846382557,-78.0,45,48
0.9612334801762115,-66.0,45,52
0.9342977697408077,-64.0,45,56
0.9614706623016872,-64.0,45,60
0.4944485566247224,-62.5,45,64
0.9577092511013215,-69.0,46,149
0.9613447494333921,-66.0,46,153
0.9628510263191034,-71.0,46,157
0.9386926512383272,-63.0,46,161
0.9619934558268312,-59.0,46,165
0.92196349905601,-75.0,46,36
0.9621928166351607,-66.0,46,40
0.7157960981749528,-77.0,46,44
0.9629862772252298,-59.0,46,48
0.9597542627883651,-62.0,46,52
0.9379503602882305,-66.5,46,56
0.9506018054162487,-67.0,46,60
0.9404093097913323,-67.0,46,64
,,47,149
,,47,153
,,47,157
0.012696417347580138,-81.0,47,161
0.10183786505538771,-79.0,47,165
,,47,36
,,47,40
,,47,44
,,47,48
,,47,52
,,47,56
,,47,60
,,47,64
0.0016023306627822287,-79.0,48,149
,,48,153
,,48,157
,,48,161
0.0009178522257916476,-81.5,48,165
0.1426239799121155,-81.0,48,36
,,48,40
0.16238993710691824,-80.0,48,44
0.02023408053957548,-81.0,48,48
0.07483078465780897,-80.0,48,52
,,48,56
,,48,60
0.07718187215515536,-77.5,48,64
0.008813559322033898,-77.0,49,149
0.04146770545363156,-79.0,49,153
0.0012738853503184713,-81.0,49,157
,,49,161
0.0007765482430596001,-81.5,49,165
0.6530278232405892,-78.0,49,36
0.0016993665997219218,-84.0,49,40
0.03958017197774406,-82.0,49,44
,,49,48
0.3905876431357745,-75.5,49,52
1.0,-85.0,49,56
0.14719919618186386,-80.5,49,60
0.5696329813976873,-76.5,49,64
0.002497062279670975,-81.0,5,149
0.010632911392405063,-81.0,5,153
0.026958612833818504,-81.0,5,157
0.3568731117824773,-74.0,5,161
0.17677468162905055,-79.5,5,165
0.9395855758880517,-63.0,5,36
0.9403973509933775,-63.5,5,40
0.9569177389041492,-63.0,5,44
0.9574956146269059,-69.0,5,48
0.940528034839412,-73.0,5,52
0.9400884599919582,-67.0,5,56
0.727179355501348,-75.5,5,60
0.7408450704225352,-74.0,5,64
,,50,149
0.0010793308148947653,-80.0,50,153
0.3323274236137307,-78.0,50,157
0.022801713277903753,-77.0,50,161
,,50,165
0.001355243096730476,-85.0,50,36
0.07632437860908863,-79.0,50,40
0.48931355292934375,-78.0,50,44
1.0,-85.0,50,48
0.13195229127432517,-80.0,50,52
0.046248511314013495,-79.0,50,56
0.03314777327935223,-82.5,50,60
0.0027816411682892906,-84.5,50,64
0.0036231884057971015,-78.0,51,149
0.021145374449339206,-79.5,51,153
0.74209886547812,-73.0,51,157
0.7620785103170609,-74.0,51,161
0.9611125094387113,-72.0,51,165
0.5151090654392636,-76.5,51,36
0.05485126145349567,-81.0,51,40
0.6106706933434001,-77.0,51,44
0.9405048076923077,-70.0,51,48
0.9627391742195368,-65.5,51,52
0.198103890973731,-79.0,51,56
0.9376966645689113,-66.0,51,60
0.21271872551580048,-81.0,51,64
0.9628697293895532,-63.0,52,149
0.9631261011829851,-60.0,52,153
0.9629862772252298,-59.0,52,157
0.9401173376492009,-60.0,52,161
0.9593557317226626,-64.0,52,165
0.9503697205163555,-63.0,52,36
0.961218836565097,-62.5,52,40
0.9604010025062657,-65.5,52,44
0.9628790738643513,-68.0,52,48
0.949458028737081,-61.0,52,52
0.9406,-59.0,52,56
0.9428715238454762,-58.0,52,60
0.9393452500502109,-70.0,52,64
0.005176406484130228,-78.5,53,149
,,53,153
,,53,157
,,53,161
0.0045045045045045045,-81.0,53,165
0.621948150012585,-78.0,53,36
,,53,40
0.7413185707096125,-77.5,53,44
0.020099224017300597,-82.0,53,48
0.17122428499749123,-80.0,53,52
0.003003003003003003,-82.5,53,56
0.32982324182023315,-79.0,53,60
,,53,64
0.9624968537628996,-67.0,54,149
0.9628510263191034,-67.0,54,153
0.9404,-64.5,54,157
0.9360418342719228,-68.5,54,161
0.9627579265223956,-64.0,54,165
0.9599798640825573,-67.0,54,36
0.9611222949169602,-68.0,54,40
0.9628744022149509,-69.0,54,44
0.9168498900659604,-72.0,54,48
0.9462757926522396,-62.0,54,52
0.9292604501607717,-62.0,54,56
0.963009562154001,-60.0,54,60
0.940277498491856,-66.5,54,64
0.13034825870646766,-74.0,55,149
0.305569493226292,-76.0,55,153
0.8721662468513854,-73.0,55,157
0.7047631048387096,-75.0,55,161
0.9116536622199849,-73.0,55,165
0.31825037707390647,-79.5,55,36
0.545958196927726,-78.0,55,40
,,55,44
0.33874418019378383,-76.5,55,48
0.14152957428104987,-77.0,55,52
0.26723454833597465,-78.0,55,56
0.08600528102602792,-78.0,55,60
0.6334425403225806,-75.0,55,64
0.9403374849337083,-67.0,56,149
0.9628510263191034,-64.5,56,153
0.9625803200201587,-66.5,56,157
0.9622546552591847,-69.5,56,161
0.9623615307150051,-67.0,56,165
,,56,36
0.9317981628287404,-74.0,56,40
0.9583907757864394,-73.0,56,44
0.9608657354976721,-69.5,56,48
0.9079013588324106,-72.0,56,52
0.9287144573488186,-71.5,56,56
0.10196374622356495,-79.0,56,60
0.9527044025157233,-72.5,56,64
,,57,149
0.002683123155352831,-80.0,57,153
1.0,-80.0,57,157
0.0016460905349794238,-82.0,57,161
0.7056902399196081,-75.0,57,165
0.05306367641169403,-80.0,57,36
0.14869281045751634,-81.0,57,40
,,57,44
,,57,48
,,57,52
,,57,56
,,57,60
0.007411550832051461,-80.0,57,64
,,58,149
,,58,153
,,58,157
,,58,161
,,58,165
,,58,36
,,58,40
0.0005812826971517147,-86.0,58,44
,,58,48
,,58,52
,,58,56
,,58,60
,,58,64
0.7319743299358248,-74.0,59,149
0.546243865609664,-74.0,59,153
0.03398640543782487,-77.5,59,157
0.9624921334172436,-67.0,59,161
0.9559415911379657,-72.0,59,165
,,59,36
0.4241852271297345,-79.0,59,40
,,59,44
0.2810695455686668,-78.0,59,48
0.1398337112622827,-79.5,59,52
0.100398406374502,-77.0,59,56
0.14327190103509216,-79.0,59,60
0.025357214731334274,-78.5,59,64
0.9612818835840419,-70.0,6,149
0.9404595404595405,-67.0,6,153
0.9401451027811366,-68.0,6,157
0.9487079600051941,-71.0,6,161
0.961342562361238,-72.0,6,165
0.9306968955300786,-71.0,6,36
0.8904942965779468,-74.5,6,40
0.5428067078552515,-77.0,6,44
0.8826315115832587,-74.0,6,48
0.9443866943866944,-71.5,6,52
0.9601294498381877,-71.0,6,56
0.9607995846313603,-72.5,6,60
0.9618015227771325,-70.0,6,64
0.47778477029578353,-76.0,60,149
0.960246571895836,-69.0,60,153
0.9396135265700483,-66.5,60,157
0.7410374524334068,-72.0,60,161
0.962822936357908,-64.5,60,165
0.9627579265223956,-66.5,60,36
0.9603474320241692,-63.0,60,40
0.9627579265223956,-72.0,60,44
0.9403522818254604,-64.5,60,48
0.03774059630142156,-83.0,60,52
0.9268341708542713,-64.0,60,56
0.6862498427475154,-75.0,60,60
0.9408118376324736,-60.0,60,64
0.40533545689826794,-73.0,61,149
0.9536932175663773,-71.0,61,153
0.9617321248741189,-67.0,61,157
0.9618867924528302,-68.0,61,161
0.898539778449144,-73.5,61,165
0.9482823707059268,-72.0,61,36
0.9339040664736246,-70.5,61,40
0.020102432778489117,-84.0,61,44
0.9614074914869466,-72.0,61,48
0.9358006042296072,-70.0,61,52
0.9253279515640767,-65.0,61,56
0.941724354940214,-68.0,61,60
0.8392902089101435,-73.0,61,64
0.9404905508644954,-60.5,62,149
0.9614026236125126,-60.0,62,153
0.9556563366087175,-64.0,62,157
0.9628837443381983,-61.0,62,161
0.9631261011829851,-61.0,62,165
0.02593440122044241,-82.0,62,36
0.9601157523905385,-64.0,62,40
0.9596124811273277,-73.0,62,44
0.9573262839879154,-66.0,62,48
0.9393405487037503,-62.5,62,52
0.9408343361411954,-58.0,62,56
0.940095645607853,-63.0,62,60
0.9629909365558912,-58.0,62,64
0.6664007976071785,-73.0,63,149
0.24874118831822759,-78.5,63,153
0.9398194583751254,-69.0,63,157
0.9159431231911414,-71.0,63,161
0.8936705675097522,-73.0,63,165
0.7131163904971052,-74.5,63,36
0.8507988426217135,-76.0,63,40
0.010579987253027405,-84.0,63,44
0.7678928428628549,-75.0,63,48
0.9262481089258698,-73.0,63,52
0.6907195830827821,-74.0,63,56
0.9543051359516617,-72.0,63,60
0.9368903045988453,-68.5,63,64
0.47065491183879093,-75.0,64,149
0.1231619957270328,-78.0,64,153
0.8045065458207452,-74.0,64,157
0.036417910447761194,-77.0,64,161
0.12684031710079274,-78.0,64,165
,,64,36
0.2906918238993711,-82.0,64,40
,,64,44
0.48659534298300816,-78.5,64,48
0.10687790770778323,-81.0,64,52
,,64,56
,,64,60
0.06852589641434263,-76.0,64,64
0.8900919048218557,-72.0,65,149
0.08488770460601447,-78.0,65,153
,,65,157
0.4734920035260043,-75.5,65,161
0.8053108482255222,-75.0,65,165
,,65,36
0.9585590124700843,-70.0,65,40
,,65,44
0.9626274065685164,-69.0,65,48
0.9472690661968286,-70.0,65,52
0.9403734189921702,-69.5,65,56
,,65,60
0.9063124250898922,-71.0,65,64
,,66,149
0.44889729048519217,-76.5,66,153
0.019910605444941082,-81.0,66,157
0.0029504741833508955,-81.5,66,161
,,66,165
0.06727867203219316,-82.0,66,36
0.48120420516087925,-67.0,66,40
0.0007712478790683325,-85.0,66,44
0.936658749010293,-65.0,66,48
0.9527112232030265,-66.0,66,52
0.9373637264618434,-63.0,66,56
0.9622736418511066,-67.5,66,60
0.9315476190476191,-70.0,66,64
0.03223254894206051,-76.0,67,149
0.001053324555628703,-82.5,67,153
0.0771166184425714,-80.0,67,157
0.0014059304703476483,-83.0,67,161
0.3333333333333333,-84.5,67,165
0.7856068204613842,-76.5,67,36
0.5195247313263467,-70.0,67,40
0.958950539794125,-71.0,67,44
0.9353221358736525,-72.5,67,48
0.795145875251509,-74.0,67,52
0.4379330825579093,-74.0,67,56
0.9616500567680081,-71.0,67,60
0.956265664160401,-74.0,67,64
0.5035545023696683,-77.0,68,149
0.1946991583971863,-78.0,68,153
0.6309120562037386,-78.0,68,157
0.8874263507584305,-75.0,68,161
0.7672057164347499,-75.5,68,165
0.9250440917107584,-67.0,68,36
0.8637844611528822,-70.0,68,40
0.9627579265223956,-71.0,68,44
0.8926914880280807,-75.0,68,48
0.9418575383840926,-69.0,68,52
0.9191480970222836,-64.0,68,56
0.16446955430006277,-79.5,68,60
0.9601503759398496,-71.5,68,64
,,69,149
,,69,153
,,69,157
,,69,161
,,69,165
,,69,36
0.3976432242697756,-79.5,69,40
0.7316398390342053,-76.0,69,44
0.7614173228346457,-72.5,69,48
0.4099573614246301,-75.0,69,52
0.7981433932451116,-74.0,69,56
0.7177196073496098,-75.0,69,60
