633039910,Data,40,14,-82,-96,6.0,3557
633551905,Data,40,14,-82,-96,6.0,3642
633654307,Data,40,14,-82,-96,6.0,3659
633665300,Data,40,14,-82,-96,6.0,3664
633872086,Data,40,14,-82,-96,6.0,3699
633961505,Data,40,14,-82,-96,6.0,3710
634371106,Data,40,14,-82,-96,6.0,3778
634678306,Data,40,14,-82,-96,6.0,3829
634780706,Data,40,14,-82,-96,6.0,3846
634883105,Data,40,14,-82,-96,6.0,3863
635395106,Data,40,13,-83,-96,6.0,3948
635813397,Data,40,14,-82,-96,6.0,4020
636111905,Data,40,14,-82,-96,6.0,4067
636338595,Data,40,14,-82,-96,6.0,15
636536888,Data,40,14,-82,-96,6.0,46
636726303,Data,40,14,-82,-96,6.0,73
636828702,Data,40,15,-81,-96,6.0,90
636931104,Data,40,14,-82,-96,6.0,107
637865936,Data,40,15,-81,-96,6.0,266
637972622,Data,40,14,-82,-96,6.0,285
638475913,Data,40,14,-82,-96,6.0,366
638593325,Data,40,15,-81,-96,6.0,390
638597812,Data,40,13,-83,-96,6.0,392
638671905,Data,40,13,-83,-96,6.0,396
638698137,Data,40,14,-82,-96,6.0,408
638774303,Data,40,13,-83,-96,6.0,413
639288488,Data,40,14,-82,-96,6.0,499
639388703,Data,40,14,-82,-96,6.0,515
640134029,Data,40,14,-82,-96,6.0,647
640310303,Data,40,14,-82,-96,6.0,668
640312626,Data,40,14,-82,-96,6.0,669
640412707,Data,40,14,-82,-96,6.0,685
640425989,Data,40,14,-82,-96,6.0,691
640515103,Data,40,14,-82,-96,6.0,702
640728582,Data,40,14,-82,-96,6.0,740
641743905,Data,40,14,-82,-96,6.0,906
642563103,Data,40,14,-82,-96,6.0,1042
643201541,Data,40,15,-81,-96,6.0,1155
643382303,Data,40,13,-83,-96,6.0,1178
644025031,Data,40,14,-82,-96,6.0,1293
644201503,Data,40,14,-82,-96,6.0,1314
644508703,Data,40,14,-82,-96,6.0,1365
644639536,Data,40,14,-82,-96,6.0,1395
644815902,Data,40,14,-82,-96,6.0,1416
644918301,Data,40,13,-83,-96,6.0,1433
645327904,Data,40,14,-82,-96,6.0,1501
645430307,Data,40,14,-82,-96,6.0,1518
645968529,Data,40,14,-82,-96,6.0,1615
646454304,Data,40,14,-82,-96,6.0,1688
646659109,Data,40,14,-82,-96,6.0,1722
647075196,Data,40,14,-82,-96,6.0,1793
647088372,Data,40,14,-82,-96,6.0,1799
647397877,Data,40,14,-82,-96,6.0,1851
647789792,Data,40,13,-83,-96,6.0,1911
648402157,Data,40,14,-82,-96,6.0,2012
648604706,Data,40,15,-81,-96,6.0,2045
648618027,Data,40,13,-83,-96,6.0,2051
649021013,Data,40,14,-82,-96,6.0,2116
649242886,Data,40,14,-82,-96,6.0,2158
649321503,Data,40,14,-82,-96,6.0,2164
649323891,Data,40,14,-82,-96,6.0,2165
649423906,Data,40,14,-82,-96,6.0,2181
650062134,Data,40,14,-82,-96,6.0,2294
650550301,Data,40,14,-82,-96,6.0,2368
650975165,Data,40,14,-82,-96,6.0,2443
651267100,Data,40,14,-82,-96,6.0,2487
651502637,Data,40,14,-82,-96,6.0,2535
651681112,Data,40,14,-82,-96,6.0,2557
651983903,Data,40,14,-82,-96,6.0,2606
652216910,Data,40,14,-82,-96,6.0,2653
652598305,Data,40,13,-83,-96,6.0,2708
654672494,Data,40,14,-82,-96,6.0,3060
654851103,Data,40,14,-82,-96,6.0,3082
654883945,Data,40,14,-82,-96,6.0,3097
654960024,Data,40,13,-83,-96,6.0,3102
655363102,Data,40,14,-82,-96,6.0,3167
655493824,Data,40,14,-82,-96,6.0,3197
655977505,Data,40,13,-83,-96,6.0,3269
656112819,Data,40,15,-81,-96,6.0,3301
657718303,Data,40,13,-83,-96,6.0,3558
657923106,Data,40,13,-83,-96,6.0,3592
658038576,Data,40,14,-82,-96,6.0,3615
658435109,Data,40,14,-82,-96,6.0,3677
658844703,Data,40,13,-83,-96,6.0,3745
659151903,Data,40,14,-82,-96,6.0,3796
659269615,Data,40,15,-81,-96,6.0,3820
659459106,Data,40,14,-82,-96,6.0,3847
659696360,Data,40,14,-82,-96,6.0,3896
660073504,Data,40,14,-82,-96,6.0,3949
660199948,Data,40,14,-82,-96,6.0,3977
660380705,Data,40,14,-82,-96,6.0,4000
660687907,Data,40,14,-81,-95,6.0,4051
661097503,Data,40,14,-81,-95,6.0,23
661114950,Data,40,14,-81,-95,6.0,31
661302303,Data,40,14,-81,-95,6.0,57
661814301,Data,40,13,-82,-95,6.0,142
662350497,Data,40,14,-81,-95,6.0,238
662428700,Data,40,15,-80,-95,6.0,244
662531100,Data,40,14,-81,-95,6.0,261
662533340,Data,40,14,-81,-95,6.0,262
663247903,Data,40,14,-81,-95,6.0,380
663992818,Data,40,14,-81,-95,6.0,403
664492916,Data,40,15,-80,-95,6.0,410
