791145503,Data,56,29,-65,-94,6.0,1983
791147706,Data,56,29,-65,-94,6.0,1984
791149819,Data,56,31,-63,-94,6.0,1985
791152542,Data,56,30,-64,-94,6.0,1986
791159663,Data,56,30,-64,-94,6.0,1987
791161885,Data,56,30,-64,-94,6.0,1988
791164300,Data,56,30,-64,-94,6.0,1989
791170981,Data,56,30,-64,-94,6.0,1990
791174355,Data,56,30,-64,-94,6.0,1991
791178574,Data,56,30,-64,-94,6.0,1992
791247903,Data,56,30,-64,-94,6.0,1994
791250106,Data,56,30,-64,-94,6.0,1995
791252328,Data,56,31,-63,-94,6.0,1996
791254505,Data,56,30,-64,-94,6.0,1997
791256728,Data,56,29,-65,-94,6.0,1998
791258895,Data,56,29,-65,-94,6.0,1999
791261035,Data,56,29,-65,-94,6.0,2000
791263195,Data,56,30,-64,-94,6.0,2001
791265345,Data,56,29,-65,-94,6.0,2002
791267513,Data,56,31,-63,-94,6.0,2003
791269716,Data,56,29,-65,-94,6.0,2004
791271929,Data,56,30,-64,-94,6.0,2005
791274115,Data,56,31,-63,-94,6.0,2006
791276364,Data,56,30,-64,-94,6.0,2007
791278595,Data,56,29,-65,-94,6.0,2008
791280833,Data,56,30,-64,-94,6.0,2009
791350303,Data,56,30,-64,-94,6.0,2011
791352506,Data,56,30,-64,-94,6.0,2012
791354700,Data,56,30,-64,-94,6.0,2013
791356841,Data,56,30,-64,-94,6.0,2014
791358954,Data,56,30,-64,-94,6.0,2015
791361131,Data,56,30,-64,-94,6.0,2016
791363264,Data,56,30,-64,-94,6.0,2017
791365378,Data,56,31,-63,-94,6.0,2018
791367607,Data,56,30,-64,-94,6.0,2019
791369829,Data,56,30,-64,-94,6.0,2020
791374110,Data,56,30,-64,-94,6.0,2022
791376287,Data,56,31,-63,-94,6.0,2023
791378492,Data,56,30,-64,-94,6.0,2024
791380642,Data,56,29,-65,-94,6.0,2025
791382826,Data,56,30,-64,-94,6.0,2026
791452693,Data,56,30,-64,-94,6.0,2028
791454923,Data,56,31,-63,-94,6.0,2029
791457038,Data,56,31,-63,-94,6.0,2030
791459240,Data,56,29,-65,-94,6.0,2031
791461389,Data,56,30,-64,-94,6.0,2032
791463593,Data,56,30,-64,-94,6.0,2033
791465770,Data,56,29,-65,-94,6.0,2034
791467938,Data,56,29,-65,-94,6.0,2035
